""	"LABNR"	"SITE"	"LATITUDE"	"LONGITUDE"	"CALAGE"	"REFERENCE"	"MAINCOLOR"
"8253"	"GX-949"	"Sialk"	34.38	51.63	6500	"Caldwell 1967, 23"	"#F4FF00"
"11748"	"Bln-3191"	"Timokovo"	47.7247	29.1122	6500	"Telegin 2003"	"#F4FF00"
"17438"	"Ly-3551"	"Point 70"	25.5	55.51	6500	"--"	"#F3FF00"
"4737"	"TB-315"	"Dzudzuana"	42.28	43.25	6490	"Dzhavakhishvili and Kiguradze 1984, 26"	"#F3FF00"
"1941"	"AAR-4854"	"Brockdorff"	55.5687	10.64	6480	"Kiel DB 3597"	"#F2FF00"
"3413"	"BM-40"	"High Rocks Shelks"	51.2841	0.2272	6480	"British Museum I, 85"	"#F2FF00"
"134"	"VRI-207"	"Frankenau"	47.4498	16.6082	6470	""	"#F2FF00"
"4355"	"Lv-365"	"Grotte de Chazelles"	44.32	4.21	6470	"van Willigen 2006"	"#F1FF00"
"4827"	"UtC 2879"	"Bebensee LA76"	53.8896	10.3107	6470	"Bradtmöller 2007"	"#F1FF00"
"13931"	"Lu-2564"	"Hässlehult"	56.873	14.169	6470	"Lund datelist 20, p.373 (Radiocarbon, 29 (1987): 353-79); excav. E. Westergren & M. Rasch 1984.  "	"#F0FF00"
"6552"	"Bln-3686"	"Uhyst"	51.3667	14.5167	6460	"Wechler 1993, 64"	"#F0FF00"
"263"	"VERA-226"	"Oberbergern"	48.3666	15.55	6450	"Stadler 2006"	"#F0FF00"
"4782"	"Fra-96"	"Ãœlvesheim"	49.6667	9.3333	6450	"Kiel DB 2117"	"#EFFF00"
"6835"	"nd"	"Dimini"	39.34	22.85	6450	"Renfrew 1971, 282"	"#EFFF00"
"11913"	"GU-1473"	"Canal Road"	57.4817	-4.2486	6450	"CBA Radiocarbon Index"	"#EFFF00"
"2045"	"K-1612"	"Haldrup"	55.8667	9.9667	6440	"Copenhagen X, 94"	"#EFFF00"
"4438"	"Gif-5005"	"La Grande Paroisse"	48.36	2.88	6440	"Breunig 1987, 193"	"#EFFF00"
"6245"	"KN-1568"	"Schwalheim"	50.355	8.766	6440	"Breunig 1987, 175"	"#EEFF00"
"6578"	"Fra-97"	"Ülvesheim"	49.6667	9.3333	6440	"Kiel DB 3235"	"#EEFF00"
"952"	"Bln-2610"	"Djakovo"	42.3333	23.1166	6430	"Görsdorf 1996"	"#EEFF00"
"3447"	"HAR-8546"	"Intertidal peat"	51.3225	-3.0118	6430	"CBA Radiocarbon Index"	"#EDFF00"
"4906"	"H-918/1282"	"Bruchsal-Heidelsheim"	49.1013	8.6444	6430	"Breunig 1987, 180"	"#EDFF00"
"4213"	"Gif-3354"	"Chichery"	47.91	3.51	6410	"Breunig 1987, 130"	"#ECFF00"
"5787"	"Hv-17487"	"Northeim, Kiessee"	51.7	10	6410	"Siegmund 1993, 22, Anm. 7"	"#ECFF00"
"13326"	"UBAR-249"	"Pla de la Bruguera"	41.5181	1.6219	6410	"Hidalgo 2010"	"#EBFF00"
"917"	"Bln-337"	"Bikovo"	42.4333	26.333	6400	"Görsdorf 1996"	"#EBFF00"
"1526"	"M-2455"	"Lupljanica"	45.33	18	6400	"Borić 2009"	"#EBFF00"
"10146"	"UQ-1556"	"Oued Tahadart"	35.53	-5.83	6400	"van Willigen 2006"	"#EAFF00"
"6203"	"UtC-2066"	"Satrup (PÃ¶ttmoor) LA 70"	54.6889	9.6285	6390	"Raetzel-Fabian 2000a, 169"	"#EAFF00"
"17417"	"Bln4732"	"ar-Ramlah 3"	25.52	55.56	6390	"Uerpmann and Uerpmann 1996"	"#E9FF00"
"10977"	"Hv-14212"	"Qurum North 1"	23.62	58.47	6380	"Uerpmann 1992b, 33"	"#E8FF00"
"477"	"SN (h)"	"Grotte d' Engis"	51.4082	4.9943	6370	"Gilot, 1997; Jeukenne, 1959; Stockmans, 1960"	"#E8FF00"
"9404"	"R-752"	"Fimon-Molino Casarotto"	45.5335	11.47	6370	"--"	"#E7FF00"
"11776"	"Bln-590"	"Novo Rusesti"	46.8833	28.75	6370	"Bojadziev 1998"	"#E7FF00"
"12371"	"GrN-1974"	"Gornja Tuzla "	44.56	18.76	6370	"Waterbolk 1963"	"#E7FF00"
"1151"	"Bln-125"	"Hotnica"	43.1333	25.4667	6360	"Görsdorf 1996"	"#E7FF00"
"4072"	"Ly-970"	"Aubigny au Bac"	50.25	3.15	6360	"Lyon Datelist VI"	"#E7FF00"
"7848"	"BM-1458"	"Madhhur"	34.2	44.95	6360	"Burleigh et al. 1982a"	"#E7FF00"
"10190"	"GrN-5035"	"Sarnowo"	52.933	19.35	6360	""	"#E6FF00"
"11286"	"GrN-5035"	"Sarnowo (gm. Lubraniec), Site 1"	49.736	19.6437	6360	"Vogel 1972"	"#E6FF00"
"5603"	"GrN-7514"	"Langenhettenbach"	48.7167	4.5992	6350	"Lanting and Mook 1977, 47"	"#E5FF00"
"12252"	"GU-2177"	"The Dunion"	55.8228	-2.605	6350	"Ashmore, 2004"	"#E4FF00"
"3903"	"BM-1676R"	"Tolpits Lane"	51.6358	-0.445	6340	"British Museum XV, 263"	"#E4FF00"
"6495"	"KIA-9825"	"Timmendorf-Nordmole (Poel 12)"	53.9923	11.3725	6340	"Kiel DB 3870"	"#E4FF00"
"10017"	"GrN-15192"	"Thawwab"	32.18	35.78	6340	"Kafafi 1993, 105"	"#E3FF00"
"11851"	"AA-25230"	"Balnuaran "	57.4735	-4.0721	6340	"Ashmore, 2004"	"#E3FF00"
"11667"	"Hd-15324"	"Poduri "	46.37	23.05	6330	"Laszlo 1997"	"#E2FF00"
"14177"	"St-4567"	"Lyse 7"	58.3465	11.4258	6330	"Kiel DB 2013"	"#E2FF00"
"11447"	"Mc-6429"	"Khor P"	25.69	51.48	6320	"--"	"#E2FF00"
"4092"	"Ly-2455"	"Barbuise-Courtavant"	48.55	3.57	6310	"Breunig 1987, 193"	"#E1FF00"
"11865"	"GU-2669"	"Bharpa Carinish"	57.5231	-7.2848	6310	"Ashmore, 2004"	"#E1FF00"
"11881"	"GU-4835"	"Braehead Midden"	56.1227	-3.819	6270	"Ashmore, 2004"	"#DEFF00"
"4327"	"Ly-513"	"Gay"	46.06	5.4	6260	""	"#DEFF00"
"4332"	"Ly-335"	"Gondenans-lès-Montby"	47.4333	6.45	6260	"Breunig 1987, 177"	"#DEFF00"
"4703"	"Sa-57"	"Vailly-sur-Aisne"	49.4	3.5166	6260	"Breunig 1987, 130"	"#DEFF00"
"5728"	"H-206/219"	"Michelsberg"	49.0879	8.5616	6260	"Breunig 1987, 180"	"#DEFF00"
"12227"	"OxA-1594"	"Smittons"	55.2015	-4.1466	6260	"Ashmore, 2004"	"#DDFF00"
"12229"	"OxA-1594"	"Smittons T3"	55.2015	-4.145	6260	"CBA Radiocarbon Index"	"#DDFF00"
"13317"	"Gif-5422"	"Nacimiento"	37.989	-2.4181	6260	"Linstädter 2004"	"#DDFF00"
"6628"	"KIA-4221"	"Wangels"	54.267	10.767	6250	"Bradtmöller 2007"	"#DDFF00"
"257"	"VERA-204"	"Münchendorf"	48.03	16.378	6240	"Stadler 2006"	"#DCFF00"
"8683"	"I-5323"	"Rockmarshall"	54.009	-6.2928	6240	"J1208"	"#DBFF00"
"11807"	"GX-10341"	"Site 217-174, 2"	17.16	42.41	6240	"--"	"#DBFF00"
"510"	"IRPA-367"	"Jandrain-Jandrenouille"	50.6565	4.9774	6230	"Dauchot-Dehon, Van Strydonck & Heylen, 1981b"	"#DBFF00"
"395"	"P-866"	"Urmia"	37.7	45.8	6220	"Marshall 2012: 248"	"#DAFF00"
"420"	"Hv-1331"	"Boitsfort"	50.8	4.4	6220	"Breunig 1987, 181"	"#DAFF00"
"1525"	"Bln-585"	"Letenye"	46.4333	16.7167	6220	"Berlin Date List IV"	"#DAFF00"
"4196"	"Ly-3302"	"Cauna de Belesta"	42.71	2.6	6220	"van Willigen 2006"	"#DAFF00"
"8236"	"P-866"	"Rezaiyeh road"	37.73	45.2	6220	"Stuckenrath et al. 1966, 350"	"#DAFF00"
"8446"	"Y-934"	"Zeribar"	35.54	46.12	6220	"Hole 1987, 374"	"#DAFF00"
"5604"	"KN-1595"	"Langenweiler 10"	50.8167	6.4333	6200	"Kiel DB 2717"	"#D8FF00"
"5332"	"KN-2999"	"Gustorf"	51.0833	6.5833	6190	""	"#D8FF00"
"7529"	"Bln-508"	"Neszmely"	47.7167	18.3833	6190	"Berlin Date List IV"	"#D7FF00"
"10702"	"GrN-7764"	"Rotterdam-Bergschenhoek"	51.9894	4.4997	6190	"Lanting/Mook 1977, 52."	"#D7FF00"
"426"	"GrN-4674"	"Camp a Cayaux"	50.7183	3.3552	6180	"Lijst GrN"	"#D7FF00"
"2661"	"BM-530"	"Fayoum"	29.5	30.5	6170	"Barker ea. 1971"	"#D6FF00"
"7802"	"Beta-162061"	"Vésztö-Mágor"	46.78	20.23	6170	"Yerkes 2009"	"#D6FF00"
"17529"	"Le-882"	"Matveev Kurgan II"	47.463	38.905	6170	"Wechler 2001"	"#D5FF00"
"3282"	"Q-799"	"Dunford Bridge"	53.5053	-1.7934	6150	"Cambridge XIII, 45"	"#D4FF00"
"4542"	"Mc-1224"	"Miouvon"	43.55	4.9833	6150	"van Willigen 2006"	"#D4FF00"
"14511"	"Lu-2198"	"Stenbocksvallar"	55.7633	12.9098	6150	"Kiel DB 2013"	"#D4FF00"
"15532"	"IRPA-168"	"Qala'at el Mudiq"	35.32	36.53	6150	"Collon et al. 1975, 191"	"#D3FF00"
"2333"	"AAR-4766"	"Skolaestbo"	55.5867	11.5332	6140	"Fischer 2003"	"#D3FF00"
"5743"	"GrN-7795"	"Münchingen"	48.8542	9.09	6140	"Kiel DB 2803"	"#D3FF00"
"6465"	"Hv-352"	"Taubenried"	48.05	9.6333	6140	"Kiel DB 3159"	"#D3FF00"
"7261"	"OxA-13784"	"Balatonszárszó-Kis-erdei-dülö"	46.797	17.8475	6140	"Oross 2010"	"#D3FF00"
"11459"	"Bln-2439"	"Branzeni VIII"	47.784	27.3113	6140	"Lazarovci"	"#D2FF00"
"12250"	"BM-2353"	"Synton Moss"	55.4756	-2.8148	6140	"British Museum XX, 187"	"#D2FF00"
"13161"	"AA-29110"	"Kobaederra"	43.152	-2.6976	6140	"Carvalho 2008"	"#D2FF00"
"17632"	"Ki-2948"	"Stri'chaia skelia"	48.2038	34.9362	6140	"Telegin 2003"	"#D2FF00"
"17648"	"Gd-9697"	"Tatarauca Noua XIV"	48.5532	29.342	6140	"Wechler 2001"	"#D2FF00"
"3755"	"OxA-1158"	"Staines"	51.4326	-0.5181	6130	"CBA Radiocarbon Index"	"#D2FF00"
"5526"	"Bln-231"	"Kmehlen"	51.2333	13.4833	6130	"Berlin Date List II "	"#D2FF00"
"11808"	"GX-10340"	"Site 217-175, 1"	17.1	42.42	6130	"--"	"#D1FF00"
"12249"	"AA-28390"	"Summerston"	55.9147	-4.2723	6130	"Ashmore, 2004"	"#D1FF00"
"120"	"VERA-413"	"Ebelsberg"	48.2455	14.328	6120	"Stadler 2006"	"#D1FF00"
"5469"	"Bln-85"	"Irlbach"	48.85	12.7667	6120	"Breunig 1987, 129"	"#D1FF00"
"3258"	"BM-181"	"Chirch Hill"	50.8667	0.4167	6110	"Radon 2013"	"#D0FF00"
"6285"	"Fra-67"	"Schwanheim, Riedwiesen"	50.0833	8.5833	6110	"Kiel DB 3113"	"#D0FF00"
"6454"	"KIA-35992"	"Süpplingen"	52.2281	10.9039	6110	"Kiel DB 3031"	"#D0FF00"
"17708"	"Gif-6769"	"Khushum Rumayyid"	15.39	47.04	6110	"Inizan and Ortlieb 1987, 12"	"#CFFF00"
"78"	"VERA-232"	"Bisamberg"	48.3316	16.3615	6100	"Stadler 2006"	"#CFFF00"
"1333"	"Bln-2115"	"Pipra"	43.3833	23.5166	6080	"Görsdorf 1996"	"#CDFF00"
"4139"	"Ly-2834"	"Baume de Ronze"	44.32	4.44	6080	"van Willigen 2006"	"#CDFF00"
"5874"	"OxA-2917"	"Plau 1"	53.4666	12.25	6080	"Kiel DB 2939"	"#CDFF00"
"6202"	"GrA-15972"	"Salzkotten-Oberntudorf"	51.6617	8.6425	6080	"Raetzel-Fabian 2000a, 169"	"#CDFF00"
"17516"	"Ki-882"	"Krasnstavka"	48.8739	30.4268	6080	"Bojadziev 1998"	"#CCFF00"
"4507"	"Ly-150"	"Les Longrais, Soumont-Saint-Quentin"	48.97	-0.24	6070	"Breunig 1987, 130"	"#CCFF00"
"15137"	"Lv-623"	"Thielle-Mottaz (Neuchatel)"	47.03	7.03	6070	"Breunig 1987, 201"	"#CCFF00"
"4181"	"OxA-5974"	"Cairn de Ty-Floch"	48.15	-3.1166	6060	"Oxford Datelist"	"#CBFF00"
"9980"	"OxA-1812"	"Jilat 27"	31.5	36.41	6060	"Housley 1994, 64"	"#CAFF00"
"12107"	"GU-1875"	"Linlithgow"	55.9754	-3.6186	6060	"Ashmore, 2004"	"#CAFF00"
"14166"	"Lu-1842"	"Löddesborg"	55.7372	12.9727	6060	"Kiel DB 2013"	"#CAFF00"
"4423"	"Ly-980"	"La Balme les Grottes"	45.85	5.3166	6050	"Lyon Datelist VI"	"#CAFF00"
"4905"	"KN-3844"	"Bruchenbrücken 2"	51.7166	9.1834	6050	"Stäuble 1994"	"#CAFF00"
"14639"	"Ua-34975"	"Tings Ene 1:1"	56.879	16.7234	6050	"Kiel DB 2013"	"#C9FF00"
"275"	"GrN-14015"	"Pitten"	47.716	16.187	6040	"Stadler 1995"	"#C9FF00"
"4523"	"Gif-4356"	"Longpré-les-Corps-Saints"	50.01	1.98	6040	"Breunig 1987, 193"	"#C9FF00"
"8690"	"I-5067"	"Sutton"	53.4006	-7.6103	6040	"N2639"	"#C8FF00"
"2290"	"AAR-5462"	"RonÃ¦s Skov/Gamborg Fjord"	55.4443	9.8066	6030	"Kiel DB 3781"	"#C8FF00"
"5333"	"KN-1585"	"HÃ¶ingen"	51.4852	7.9743	6030	"Kiel DB 2500"	"#C8FF00"
"6314"	"GrN-7160"	"Sengkofen"	48.9167	12.2833	6030	"Kiel DB 3135"	"#C8FF00"
"2017"	"K-1450"	"Flynderhage"	56.0166	10.2333	6020	"Copenhagen X"	"#C7FF00"
"12717"	"Bln-74"	"Nový Bydzov"	50.2415	15.4908	6020	"Breunig 1987, 124"	"#C7FF00"
"14004"	"Ua-2788"	"Jättegraven"	55.5877	13.2218	6020	"Kiel DB 2013"	"#C7FF00"
"9133"	"Pta-3696"	"Shunera 3"	30.95	34.6	6010	"--"	"#C6FF00"
"4219"	"Gif-7292"	"Coma Franceze"	42.85	2.82	6000	"van Willigen 2006"	"#C6FF00"
"13276"	"Beta-155686"	"Mines of Gavà"	41.3023	2.0028	6000	"Terradas 2013"	"#C6FF00"
"13353"	"UBAR-299"	"Timba d'en Barenys"	41.1	0.65	6000	"van Willigen 2006"	"#C6FF00"
"6955"	"Gif-2122"	"Korykish Cave"	38.4833	41.416	5990	"Kiel DB 3474"	"#C6FF00"
"14122"	"Beta-71658"	"Laholm 197"	56.506	13.045	5990	"Kiel DB 2013"	"#C6FF00"
"523"	"ANTW-105"	"Leffinge"	51.1444	2.8702	5960	"Dauchot-Dehon e.a. 1978 (in:Bulletin de la Société Royale Belge d'Anthropologie et de Préhistoire, 89, 1978)"	"#C4FF00"
"767"	"Lv-38"	"Sint-Donaaskerk"	50.9202	4.7689	5960	"Gilot, 1997; Dossin e.a., 1962; Deumer e.a., 1964; Gilot, 1970a; De Meulemeester & Matthijs, 1980"	"#C4FF00"
"4556"	"Ly-1296"	"Mundolsheim"	48.6333	7.7	5960	"Breunig 1987, 130"	"#C4FF00"
"10120"	"Gif-6185"	"Grotte du Rhafas"	34.52	-1.83	5960	"van Willigen 2006"	"#C4FF00"
"11992"	"I-6113"	"Dalladies"	56.7959	-2.6107	5960	"Ashmore, 2004"	"#C4FF00"
"13199"	"Beta-280861"	"La Serreta"	41.6056	2.3567	5960	"Terradas 2013"	"#C4FF00"
"11308"	"Lod-60"	"Wietrzychowice"	50.191	20.765	5940	"Kiel DB 4029"	"#C3FF00"
"14955"	"Lv-625"	"Muntilier (Fribourg)"	46.8	7.15	5940	"Breunig 1987, 201"	"#C3FF00"
"2109"	"AAR-1848"	"Kongemosen I"	55.5824	11.5477	5930	"Koch 1998, 336."	"#C2FF00"
"2667"	"I-3469"	"Fayoum site E29G3"	29.5	30.5	5930	"Close 1984c"	"#C2FF00"
"11258"	"Gd-164"	"Nowa Huta, Kraków-Mogila"	50.0667	20.0667	5920	"Breunig 1987, 156"	"#C2FF00"
"4565"	"Gif-2634"	"Oberlag, Abri du Mannlefelsen"	47.45	7.23	5910	"Breunig 1987, 131"	"#C2FF00"
"4702"	"Ly-864"	"Tumulus E, n° 1"	45.4333	4.15	5910	"Lyon Datelist VI"	"#C1FF00"
"11240"	"Gd-309"	"Krusza Zamkowa, Site 13"	52.75	41.323	5910	"Moscicki 1978"	"#C1FF00"
"5914"	"OxA-668"	"Rees"	51.7667	4.137	5900	"Kiel DB 2964"	"#C1FF00"
"3897"	"BM-2350"	"Thickthorn Down"	50.9167	-2	5890	"British Museum XX, 181"	"#C0FF00"
"10167"	"nd"	"Hindby offerkärr"	55.567	13.05	5880	""	"#BFFF00"
"2348"	"K-3982"	"Sönderholm"	57	9.75	5870	""	"#BFFF00"
"3402"	"BM-130"	"Hembury"	50.8202	-3.2605	5870	"British Museum IV, 106"	"#BFFF00"
"11798"	"R-667?"	"NO Aramco camp G-2554"	18.76	50.26	5870	"cf.Rome Datelist IX:p.395"	"#BFFF00"
"10970"	"GX-17881"	"GAS 1 (Wadi Shab 1)"	22.83	59.24	5860	"--"	"#BEFF00"
"6716"	"Hd-19407"	"Wulfen"	51.8167	11.9333	5850	"Müller 1999, 89"	"#BDFF00"
"11363"	"OxA-3733"	"Carapito"	40.75	-7.4666	5850	"Oxford Datelist"	"#BDFF00"
"11904"	"Birm-346.01"	"Caisteal Nan Gillean II"	56.012	-6.2377	5850	"Ashmore, 2004"	"#BDFF00"
"3211"	"BM-290"	"Blackpatch"	50.8667	0.45	5840	"Radon 2013"	"#BDFF00"
"5515"	"KIA-4757"	"Klein-Meinsdorf"	54.1295	10.5008	5840	"Kiel DB 2652"	"#BDFF00"
"8591"	"UB-205"	"Mad Man's Window"	54.9647	-5.9231	5840	"D330150"	"#BDFF00"
"4365"	"Ly-8175"	"Grotte de Montou"	42.66	2.68	5830	"van Willigen 2006"	"#BCFF00"
"6240"	"KN-?"	"Schönermark"	52.9011	12.3249	5830	"Meurers-Balke and Weninger 1994, 262"	"#BCFF00"
"6933"	"P-1397"	"Halieis"	37.3167	23.1333	5830	"Kiel DB 3454"	"#BCFF00"
"12112"	"I-6409"	"Lochhill"	55.1753	-3.6332	5830	"Ashmore, 2004"	"#BBFF00"
"12126"	"SRR-791"	"Maes Howe"	58.9973	-3.1871	5830	"Ashmore, 2004"	"#BBFF00"
"14900"	"UCLA-1766A"	"Feldmeile-Vorderfeld"	47.277	8.621	5830	"Breunig 1987, 203"	"#BBFF00"
"17515"	"Le-1060"	"Klischev"	49.01	28.3	5830	"Lazarovici 2010"	"#BBFF00"
"4266"	"Gif-3919"	"Escanin"	43.75	4.79	5810	"van Willigen 2006"	"#B9FF00"
"4502"	"Ly-225"	"Les Coudoumines"	42.73	2.57	5810	"van Willigen 2006"	"#B9FF00"
"8289"	"BM-171"	"Tell-i-Nokodi"	30.33	53.16	5810	"RC 10, 1968, 1-7"	"#B9FF00"
"11864"	"OxA-8973"	"Ben Lawers"	56.5148	-4.1635	5810	"Ashmore, 2004"	"#B9FF00"
"17719"	"Beta-23584"	"Qummah-4"	15.26	42.85	5810	"Tosi 1986, Edens and Wilkinson 1998"	"#B8FF00"
"4358"	"GrA-38080"	"Grotte de Fauroux"	44.75	-0.18	5800	"Bosset 2010"	"#B8FF00"
"5752"	"UtC-9610"	"Neuenfeld 17"	53.35	14.35	5800	"Kiel DB 2833"	"#B8FF00"
"11106"	"Bln-1312"	"Broniewice"	50.9333	21.1667	5800	"Breunig 1987, 156"	"#B8FF00"
"12281"	"GU-2958"	"Wardend "	57.0258	-2.4102	5800	"Ashmore, 2004"	"#B8FF00"
"12206"	"CAR-253"	"Scord of Brouster"	60.2493	-1.5393	5790	"Ashmore, 2004"	"#B7FF00"
"12251"	"GU-1296"	"Temple Wood"	56.1234	-5.4981	5790	"Ashmore, 2004"	"#B7FF00"
"13609"	"St-10478"	"Asige"	56.8539	12.732	5790	"Kiel DB 2013"	"#B7FF00"
"14691"	"Beta-37682"	"Tyttinge"	59.1667	17.75	5790	"Kiel DB 2013"	"#B6FF00"
"3215"	"OxA-4983"	"Bob's Cave"	50.3333	-4	5780	"Schulting 2013"	"#B6FF00"
"8561"	"D-37"	"Knockiveagh"	54.2752	-6.1852	5780	"J182378"	"#B6FF00"
"12200"	"OxA-3540"	"Rotten Bottom"	55.416	-3.3492	5780	"Ashmore, 2004"	"#B6FF00"
"1419"	"BM-370"	"Pinnacle"	49.2486	-2.2525	5770	"British Museum VII, 172"	"#B5FF00"
"2145"	"AAR-1850"	"Løjesmølle skov (Mosen ved)"	55.5764	11.4204	5770	"Koch 1998, 327."	"#B5FF00"
"4886"	"UtC--3324"	"Brakel, Hellenberg"	51.7167	9.1833	5770	"Raetzel-Fabian 1997, 166 Tab. 45"	"#B5FF00"
"11460"	"Bln-2430"	"Brinzeni 4"	47.784	27.3113	5770	"Telegin 2003"	"#B4FF00"
"13504"	"Ua-3251"	"Ajvide B"	57.2817	18.1575	5770	"Kiel DB 2013"	"#B4FF00"
"10080"	"OxA-3579"	"Atsebach"	49.3	11.9	5760	""	"#B3FF00"
"10695"	"GrN-5549"	"Rijkholt"	50.8	5.7289	5760	"Lanting/Mook 1977, 66; Breunig 1987, 182, 195."	"#B3FF00"
"11397"	"OxA-4084"	"Lameira de Cima"	40.9333	-8.6	5750	"Oxford Datelist"	"#B2FF00"
"11765"	"Bln-2480"	"Varvarovka 15"	47.4177	28.6477	5750	"Telegin 2003"	"#B2FF00"
"264"	"KN-2263"	"Olgersdorf"	48.5833	16.4667	5740	""	"#B1FF00"
"760"	"Lv-1173"	"Rocher du Chaveau"	50.6637	5.4616	5740	"Gilot, 1997; Boné e.a., 1983"	"#B1FF00"
"2090"	"K-3776"	"Jordløse"	55.6077	11.3247	5740	"Meurers-Balke/ Weninger 1994, 271."	"#B1FF00"
"2163"	"AAR-1851.2"	"Målevgård"	55.7597	12.3313	5740	"Koch 1998, 279."	"#B1FF00"
"2462"	"K-1570"	"Vroue Hede II"	56.4166	9.0666	5740	"Jørgensen 1977, 210."	"#B1FF00"
"13842"	"Lu-1776"	"Gladsax 8"	55.5667	14.3167	5730	"Kiel DB 2013"	"#B0FF00"
"3249"	"OxA-15256"	"Cattedown"	50.3697	-4.1275	5720	"Oxford Date List 32 (2007)"	"#AFFF00"
"13643"	"K-2678"	"BÃ¥tsberg"	57.1333	13.119	5720	"Kiel DB 2013"	"#AFFF00"
"5638"	"AAR-9751"	"Laschendorf 8"	53.4815	12.4686	5710	"Kiel DB 2751"	"#AEFF00"
"12129"	"GU-2014"	"MIdtown"	57.48	-2.5237	5710	"Ashmore, 2004"	"#AEFF00"
"11268"	"GrN-13354"	"Pikutkowo"	52.1333	18.9667	5700	"Grygiel 1984"	"#ADFF00"
"11762"	"GrN-1982"	"Valea Lupului"	47.183	27.499	5700	"Laszlo 1997"	"#ADFF00"
"14126"	"Ua-5264"	"Lerum 124"	57.7881	12.3017	5700	"Kiel DB 2013"	"#ADFF00"
"10187"	"Bln-482"	"Postoloprty"	50.3666	13.7166	5690	"Berlin Date List IV"	"#ADFF00"
"10353"	"GrN-40921"	"Denekamp"	52.383	7	5690	""	"#ADFF00"
"10354"	"GrN-4092"	"Denekamp, Klokkenberg"	52.375	2.125	5690	"Lanting/Mook 1977, 76."	"#ADFF00"
"12776"	"Bln-482"	"Postoloprty, Rvenice, sand quarry"	50.3598	13.7029	5690	"Kohl 1970"	"#ACFF00"
"14285"	"Lu-2684"	"Östra Vemmenhög"	55.4018	13.4936	5690	"Kiel DB 2013"	"#ACFF00"
"3210"	"BM-452"	"Bedd Branwen"	53.3362	-4.4604	5680	"British Museum VIII, 18"	"#ACFF00"
"3674"	"OxA-10647"	"Priory Farm Cave"	51.6667	-4.9167	5680	"NGRSM976019"	"#ACFF00"
"11763"	"Bln-3190"	"Varvareuca"	47.879	28.311	5680	"Lazarovci"	"#ACFF00"
"14288"	"Lu-2346"	"Östra Vemmenhög 7:21"	55.3969	13.4903	5680	"Kiel DB 2013"	"#ABFF00"
"349"	"VERA-849"	"Schwechat"	48.5667	16.4667	5670	"Stadler 2001"	"#ABFF00"
"8684"	"GrN-11431"	"Shanballyedmond"	52.6804	-8.2307	5670	"R844588"	"#ABFF00"
"14249"	"Lu-1828"	"NÃ¤bbe mosse"	55.6019	14.2139	5670	"Kiel DB 2013"	"#AAFF00"
"10976"	"nd"	"Khor Milkh 2"	23.24	58.9	5660	"--"	"#A9FF00"
"16079"	"OxA-2233"	"Alanya"	36.5493	31.9999	5660	"Housley 1994, 66"	"#A9FF00"
"8831"	"nd"	"Givat ha-Parsa"	31.81	34.63	5650	"Gopher and Gophna 1993, 306"	"#A9FF00"
"17476"	"UCLA-1671"	"Evminka-1"	50.51	30.49	5650	"Telegin 2003"	"#A8FF00"
"9439"	"Birm-268"	"Fimon-Molino Casarotto, site 7"	45.4666	11.5	5640	"Birm Datelist VI"	"#A7FF00"
"17474"	"UCLA-1671B"	"Evminka"	50.51	30.49	5640	"Telegin 2003"	"#A7FF00"
"3380"	"OxA-11021"	"Happaway Cave"	50.4672	-3.521	5630	"Schulting 2013"	"#A7FF00"
"3229"	"OxA-3206"	"Broken Cave"	50.4947	-3.6709	5620	"SX81506750"	"#A6FF00"
"3701"	"OxA-10649"	"Red Fescue Cave"	51.55	-4.2667	5620	"NGRSS42668678"	"#A6FF00"
"14097"	"Ua-8986"	"KvÃ¤rlÃ¶v"	55.8333	13	5620	"Kiel DB 2013"	"#A6FF00"
"4705"	"Ly-866"	"Vendenheim"	48.6688	7.7	5610	"Breunig 1987, 178"	"#A5FF00"
"4780"	"GrN-10974"	"Ammersbuch-Reusten"	48.5422	8.92	5610	"Kiel DB 2115"	"#A5FF00"
"11954"	"Beta-107675"	"Cleigh"	56.376	-5.437	5610	"Ashmore, 2004"	"#A5FF00"
"12046"	"OxA-10449"	"Garvald Burn"	55.7229	-3.4306	5610	"Ashmore, 2004"	"#A5FF00"
"2246"	"K-6443"	"Øgårde 5"	55.5936	11.5431	5590	"Koch 1998, 308."	"#A4FF00"
"12049"	"I-5974"	"Glenvoidean"	55.8859	-5.2031	5590	"Ashmore, 2004"	"#A4FF00"
"14407"	"Ua-16115"	"Skateholm VI"	55.3833	13.4833	5590	"Kiel DB 3836"	"#A4FF00"
"2182"	"K-127"	"Muldbjerg I"	56.15	8.483	5580	"Tauber 1959; Troels-Smith 1953."	"#A3FF00"
"3385"	"OxA-5844"	"Haywood Cave"	51.3195	-2.9458	5580	"ST341583"	"#A3FF00"
"3651"	"OxA-630"	"Ossom's Cave"	53.0833	-1.85	5580	"?"	"#A3FF00"
"4854"	"Ki-3208"	"Bissee"	54.1833	10.1167	5580	"Kiel DB 2163"	"#A3FF00"
"12889"	"UBAR-900"	"Can Gambús"	41.5512	2.0819	5580	"Terradas 2013"	"#A3FF00"
"13695"	"Lu-1866"	"Bronsyxeg."	55.5648	13.0397	5580	"Kiel DB 2013"	"#A3FF00"
"6551"	"GrN-6713"	"Uelsen"	52.5	6.8833	5560	"Kiel DB 3209"	"#A1FF00"
