ID	LABNR	C14AGE	C14STD	C13	MATERIAL	SPECIES	COUNTRY	SITE	PERIOD	CULTURE	Phase	LOCUS	LATITUDE	LONGITUDE	METHOD	CALAGE	CALSTD	REFERENCE	NOTICE
12604	K-5547	5030	95	-27,9	wood	nd	nd	Asgard	nd	nd	nd	nd	0	0	14C	5770	110		
12605	GrN-6676	8650	55	0	nd	nd	nd	Aswad	nd	nd	MPPNB	II, 0,40m W (moyenne/récente)	33,4041	36,55	14C	9620	60	de Contenson 2000:21	--
12606	GrN-6677	8720	75	0	nd	nd	nd	Aswad	nd	nd	MPPNB	II, 0,90m W (=moyenne)	33,4041	36,55	14C	9730	130	de Contenson 2000:21	--
12607	GrN-6678	8875	55	0	nd	nd	nd	Aswad	nd	nd	MPPNB	II, 1,30m W (=moyenne)	33,4041	36,55	14C	9990	130	de Contenson 2000:21	--
12608	GrN-6679	8865	60	0	nd	nd	nd	Aswad	nd	nd	MPPNB	II, 2,30m W (=moyenne)	33,4041	36,55	14C	9970	140	de Contenson 2000:21	--
12609	VERA-2073	5901	57	0	bone	human	nd	Aszód	Neolithic	Lengyel	nd	Burial 95	47,6545	19,4799	14C	6730	70	Stadler 2005/2006	
12610	OxA-8595	5660	65	-20,2	bone	nd	nd	At	Neolithic	Vinča 	Vinča C/D	pit fill	0	0	14C	6450	80	Borić 2009	
12611	nd	6075	90	0	bone	human	nd	Barum	nd	nd	nd	nd	0	0	14C	6960	140		
12612	TO-12151	6710	70	0	organic	nd	nd	Basat'in	Chalcolithic	nd	nd	nd	0	0	14C	7570	60	Banning 2007	
12613	TO-12738	6650	140	0	 nd	nd	nd	Basat'in	Chalcolithic	nd	nd	nd	0	0	14C	7530	110	Banning 2007	
12614	TO-13091	6550	60	0	 nd	nd	nd	Basat'in	Chalcolithic	nd	nd	nd	0	0	14C	7470	50	Banning 2007	
12615	TO-13092	6680	60	0	 nd	nd	nd	Basat'in	Chalcolithic	nd	nd	nd	0	0	14C	7550	50	Banning 2007	
12616	TO-13094	6400	80	0	 nd	nd	nd	Basat'in	Chalcolithic	nd	nd	nd	0	0	14C	7330	70	Banning 2007	
12617	K-4593	4670	65	-20,8	bone	human	nd	Boelkilde	nd	nd	nd	nd	0	0	14C	5430	90		
12618	K-5537	4525	90	-22,1	bone	nd	nd	Borremose	nd	nd	nd	nd	0	0	14C	5170	140		
12619	nd	2500	75	0	charcoal	nd	nd	Breared	nd	nd	nd	nd	0	0	14C	2570	120		
12620	nd	2820	80	0	charcoal	nd	nd	Breared	nd	nd	nd	nd	0	0	14C	2950	100		
12621	nd	3950	80	0	charcoal	nd	nd	Breared	nd	nd	nd	nd	0	0	14C	4390	120		
12622	nd	7000	100	0	charcoal	nd	nd	Breared	nd	nd	nd	nd	0	0	14C	7830	100		
12623	Ua-5247	5180	80	0	charcoal	nd	nd	Breared	nd	nd	nd	nd	0	0	14C	5940	130		
12624	Ua-5537	5680	75	0	charcoal	nd	nd	Breared	nd	nd	nd	nd	0	0	14C	6480	90		
12625	Ua-5538	6115	75	0	charcoal	nd	nd	Breared	nd	nd	nd	nd	0	0	14C	7010	110		
12626	Lu-2420	5340	70	0	 nd	nd	nd	Bredasten	nd	nd	nd	nd	0	0	14C	6120	100		
12627	Lu-2422	5170	60	0	 nd	nd	nd	Bredasten	nd	nd	nd	nd	0	0	14C	5900	90		
12628	GrN-8803	5090	45	0	 nd	nd	nd	Brezno	Neolithic	Trichterbecher	nd	nd	0	0	14C	5830	60		
12629	Erl-6434	4748	51	-21	bone	animal	nd	Brno Lisen II	Chalcolithic	Baden	Brno Lisen II	nd	0	0	14C	5470	90	Furholt 2008	
12630	Erl-6433	4710	49	-20,3	bone	animal	nd	Brno Losen III	Chalcolithic	Baden	Brno Losen III	nd	0	0	14C	5450	100	Furholt 2008	
12631	nd	5815	160	0	 nd	nd	nd	Buddelin	nd	nd	nd	nd	0	0	14C	6640	190		
12632	Ki-5016	4140	110	0	nd	nd	nd	Chervony khutor	nd	Tripolje	Tripolje CII	nd	0	0	14C	4660	140	Telegin 2003	--
12633	Ki-5038	4280	110	0	nd	nd	nd	Chervony khutor	nd	Tripolje	Tripolje CII	nd	0	0	14C	4840	180	Telegin 2003	--
12634	Ki-5039	4160	90	0	nd	nd	nd	Chervony khutor	nd	Tripolje	Tripolje CII	nd	0	0	14C	4680	120	Telegin 2003	--
12635	K-?	5310	100	0	wood	nd	nd	Christiansholm	nd	nd	nd	nd	0	0	14C	6090	120		
12636	K-?	5370	100	0	wood	nd	nd	Christiansholm	nd	nd	nd	nd	0	0	14C	6140	120		
12637	nd	4870	80	0	 nd	nd	nd	Dabrowa Biskupia	Neolithic	Trichterbecher	nd	nd	0	0	14C	5600	100		
12638	K-5585	3970	95	0	charcoal	nd	nd	Damgårdsvej	nd	nd	nd	nd	0	0	14C	4430	150		
12639	K-5586	4470	90	0	charcoal	nd	nd	Damgårdsvej	nd	nd	nd	nd	0	0	14C	5110	150		
12640	OxA-12489	9890	45	0	seed	lathyrus	nd	Demirköy	nd	nd	nd	Sample 23/2L 17 1225	37,8833	41,0833	14C	11300	50	Higham et al. 2007 (online version)	--
12641	OxA-1288	9930	50	0	seed	lathyrus	nd	Demirköy	nd	nd	nd	Sample 22/2K 180436	37,8833	41,0833	14C	11380	110	Higham et al. 2007 (online version)	--
12642	St-9470	2930	210	0	 nd	nd	nd	Domerarve	nd	nd	nd	nd	0	0	14C	3100	240		
12643	K-2432	4550	100	0	charcoal	nd	nd	Dorthealund pit N	Neolithic	Trichterbecher	nd	nd	0	0	14C	5210	170		
12644	T-128	3970	120	0	 nd	nd	nd	Dragarosen	nd	nd	nd	nd	0	0	14C	4440	190		
12645	St-?	3175	80	0	charcoal	nd	nd	Dragby	nd	nd	nd	nd	0	0	14C	3380	100		
12646	K-2224	5160	100	0	 nd	nd	nd	Dragsholm grav I	nd	nd	nd	nd	0	0	14C	5920	150		
12647	ISGS-3279	7930	70	0	nd	nd	nd	Es-Sifiya	nd	nd	nd	Delta 13c:25.2; floor of Room 11,	31,4392	35,8222	14C	8800	130	Mahasneh 1997	--
12648	K-2168	4830	100	0	 nd	nd	nd	Everhöj	nd	nd	nd	nd	0	0	14C	5540	120		
12649	nd	2790	80	0	charcoal	nd	nd	Falköpings stad 1	nd	nd	nd	nd	0	0	14C	2910	100		
12650	nd	6150	200	0	 nd	nd	nd	Fasaneninsel	nd	nd	nd	nd	0	0	14C	7020	230		
12651	K-1450a	5160	110	0	Haselzweig	hazelnut	nd	Flynderhage	nd	nd	nd	nd	0	0	14C	5930	160		
12652	K-1450b	5310	110	0	 nd	nd	nd	Flynderhage	nd	nd	nd	nd	0	0	14C	6090	120		
12653	OxA-2892	3650	70	-26,1	charcoal	nd	nd	Fonghöj	nd	nd	nd	nd	55,05	14,9166	14C	3980	100		
12654	nd	5780	160	0	 nd	nd	nd	Förstmoor	nd	nd	nd	nd	0	0	14C	6600	180		
12655	AAR-1011	5190	130	0	wood	nd	nd	Gamborg fjord	nd	nd	nd	nd	0	0	14C	5960	180		
12656	AAR-969	5440	95	-25,4	shell	nd	nd	Gamborg fjord	nd	nd	nd	nd	0	0	14C	6200	120		
12657	K-4588	4640	90	-28,4	wood	nd	nd	gårde	nd	nd	nd	nd	55,5937	11,543	14C	5330	160		
12658	K-5383	6570	105	-26,1	charcoal	nd	nd	Gislinge lammefjord	nd	nd	nd	nd	55,1609	8,8016	14C	7460	90		
12659	Bln-472	4250	100	0	charcoal	Quercus	nd	Gnewitz	Neolithic	Trichterbecher	nd	Passage Grave	54,0667	12,5167	14C	4790	150	Berlin Date List IV	
12660	nd	4070	90	-15,9	bone	human	nd	Grönehellernen	nd	nd	nd	nd	0	0	14C	4610	150		
12661	nd	6505	120	0	 nd	nd	nd	Hagoshrim 4	nd	Wadi Rabah	nd	nd	0	0	14C	7410	110	Banning 2007	
12662	nd	6725	120	0	 nd	nd	nd	Hagoshrim 5	nd	Jericho IX	nd	nd	0	0	14C	7590	100	Banning 2007	
12663	Lu-2563	7040	70	-25,8	charcoal	nd	nd	Hässlehult	nd	nd	nd	nd	0	0	14C	7860	70		
12664	RTT-3760	10750	50	0	charcoal	nd	nd	Hilazon Tachtit	nd	nd	nd	nd	32,8692	35,3086	14C	12680	30	Grosman, Munro 2007	
12665	RTT-4592	10530	60	0	charcoal	nd	nd	Hilazon Tachtit	nd	nd	nd	nd	32,8692	35,3086	14C	12490	80	Grosman, Munro 2007	
12666	RTT-4593	10770	65	0	charcoal	nd	nd	Hilazon Tachtit	nd	nd	nd	nd	32,8692	35,3086	14C	12690	40	Grosman, Munro 2007	
12667	nd	5130	110	0	 nd	nd	nd	Hindby offerkärr	nd	nd	nd	nd	55,567	13,05	14C	5880	140		
12668	Bln-351	4170	120	0	nd	nd	nd	Hissar Iia	nd	Baden	Kostolac	nd	0	0	14C	4680	150	Kohl 1970	--
12669	K-4610	5370	75	0	shell	nd	nd	Hjortholm	nd	nd	nd	nd	0	0	14C	6140	110		
12670	K-4611	5280	70	0	shell	nd	nd	Hjortholm	nd	nd	nd	nd	0	0	14C	6070	100		
12671	K-4612	5540	70	0	shell	nd	nd	Hjortholm	nd	nd	nd	nd	0	0	14C	6340	60		
12672	UtC-13773	4620	60	-20,9	bone	wild boar	nd	Hlinsko	Chalcolithic	Baden	Hlinsko 1/69	nd	0	0	14C	5350	100	Furholt 2008	
12673	T-5828	4660	80	0	charcoal	nd	nd	Holtenes III	nd	nd	nd	nd	0	0	14C	5410	110		
12674	Ua-349	4960	150	0	charcoal	nd	nd	Hörsås 6:1	nd	nd	nd	nd	0	0	14C	5710	160		
12675	UtC-13264	4365	43	-20,8	bone	Bos	nd	Iwanowice	Chalcolithic	Baden	nd	settlement pit Babia Gora I,1	0	0	14C	4940	60	Furholt 2008	
12676	UtC-13265	4336	44	-22	bone	Bos	nd	Iwanowice	Chalcolithic	Baden	nd	settlement pit Babia Gora I,18	0	0	14C	4920	60	Furholt 2008	
12677	UtC-13266	4380	50	-21,3	bone	Bos	nd	Iwanowice	Chalcolithic	Baden	nd	settlement pit Babia Gora I,21	0	0	14C	4960	80	Furholt 2008	
12678	UtC-13267	4300	44	-24,8	bone	Bos	nd	Iwanowice	Chalcolithic	Baden	nd	settlement pit Babia Gora I,38b	0	0	14C	4890	50	Furholt 2008	
12679	UtC-13268	4362	43	-22,8	bone	sheep	nd	Iwanowice	Chalcolithic	Baden	nd	settlement pit Babia Gora I,62	0	0	14C	4940	60	Furholt 2008	
12680	Erl-6432	4745	49	-19,7	bone	animal	nd	Jevisovice B	Chalcolithic	Baden	Jevisovice B	nd	0	0	14C	5470	90	Furholt 2008	
12681	Erl-6431	4670	50	-21,5	bone	animal	nd	Jevisovice C1	Chalcolithic	Baden	Jevisovice C1	nd	0	0	14C	5420	80	Furholt 2008	
12682	Erl-6430	4821	50	-21,5	bone	animal	nd	Jevisovice C2	Chalcolithic	Baden	Jevisovice C2	nd	0	0	14C	5540	60	Furholt 2008	
12683	K-5501	3690	85	0	charcoal	nd	nd	Jordehöj	nd	nd	nd	nd	0	0	14C	4040	120		
12684	K-5536	4740	75	-22,5	bone	nd	nd	Kaerup	nd	nd	nd	nd	0	0	14C	5460	100		
12685	K-2507	3510	65	0	shell	nd	nd	Kalvö	nd	nd	nd	nd	0	0	14C	3790	80		
12686	K-4592	3980	60	-19,7	bone	human	nd	Kassemose	nd	nd	nd	nd	0	0	14C	4440	90		
12687	K-2178	4030	100	0	charcoal	nd	nd	Kideris	nd	nd	nd	nd	0	0	14C	4550	170		
12688	K-1188	4180	100	0	wood	nd	nd	Kideris mose	nd	nd	nd	nd	0	0	14C	4690	130		
12689	K-4631	4350	85	-20,7	bone	nd	nd	Kildegård	nd	nd	nd	nd	55,383	12	14C	5000	140		
12690	AAR-168	4730	120	0	charcoal	nd	nd	Kjeldbaekgård	nd	nd	nd	nd	0	0	14C	5440	130		
12691	AAR-673	4610	140	0	charcoal	nd	nd	Kjeldbaekgård	nd	nd	nd	nd	0	0	14C	5270	210		
12692	K-3013	4200	80	0	 nd	nd	nd	Klokkehoj	Neolithic	Trichterbecher	nd	nd	0	0	14C	4710	110		
12693	K-3014	4140	80	0	 nd	nd	nd	Klokkehoj	Neolithic	Trichterbecher	nd	nd	0	0	14C	4670	120		
12694	Beta-70635	4700	60	0	charcoal?	nd	nd	Köpinge 12:1	nd	nd	nd	nd	0	0	14C	5450	100		
12695	AAR-848	4490	140	-19	bone	human	nd	Krogsbölle	nd	nd	nd	nd	0	0	14C	5140	190		
12696	Lod-211	5230	170	0	 nd	nd	nd	Krzemionki	Neolithic	Trichterbecher	nd	nd	0	0	14C	5990	200		
12697	Ua-5301	5170	80	0	charcoal	nd	nd	Kungsbacka	nd	nd	nd	nd	0	0	14C	5920	130		
12698	Ua-5302	3060	100	0	charcoal	nd	nd	Kungsbacka	nd	nd	nd	nd	0	0	14C	3230	130		
12699	Ua-917	4930	100	0	charcoal	nd	nd	Kvibille	nd	nd	nd	nd	0	0	14C	5700	120		
12700	AA-32638	6560	85	0	nd	nd	nd	Lalo	Neolithic	Cardial	nd	St 76	0	0	14C	7460	80	Manen 2003	
12701	AA-32639	6520	65	0	nd	nd	nd	Lalo	Neolithic	Cardial	nd	St 73	0	0	14C	7420	70	Manen 2003	
12702	AA-32641	6585	60	0	nd	nd	nd	Lalo	Neolithic	Cardial	nd	St 120	0	0	14C	7490	50	Manen 2003	
12703	AA-32642	7315	65	0	nd	nd	nd	Lalo	Epipalaeolithic	Castelnovian	nd	St 8	0	0	14C	8120	70	Manen 2003	
12704	AA-32644	6220	60	0	nd	nd	nd	Lalo	Neolithic	Epicardial	nd	ZI 6/G3	0	0	14C	7120	90	Manen 2003	
12705	K-1771	4510	100	0	 nd	nd	nd	Lanum	Neolithic	Trichterbecher	nd	nd	0	0	14C	5150	150		
12706	nd	1230	105	0	 nd	nd	nd	Lilleby	nd	nd	nd	nd	57,7222	11,7999	14C	1150	110		
12707	nd	2485	115	0	 nd	nd	nd	Lilleby	nd	nd	nd	nd	57,7222	11,7999	14C	2550	150		
12708	nd	4917	120	0	 nd	nd	nd	Lilleby	Neolithic	Trichterbecher	nd	nd	57,7222	11,7999	14C	5670	150		
12709	K-1659a	4990	120	0	charcoal	nd	nd	Lindebjerg	nd	nd	nd	nd	55,4	11,5	14C	5750	120		
12710	K-1659b	5030	120	0	charcoal	nd	nd	Lindebjerg	nd	nd	nd	nd	55,4	11,5	14C	5780	120		
12711	Ua-1500	5745	145	0	wood	nd	nd	Lindholm	nd	nd	nd	nd	57,067	9,917	14C	6560	160		
12712	Ua-5987	5800	80	0	charcoal	nd	nd	Ljung 44	nd	nd	nd	nd	0	0	14C	6600	100		
12713	K-2185	4100	100	0	charcoal	nd	nd	Lögstrup	nd	nd	nd	nd	0	0	14C	4630	150		
12714	K-5522	5500	100	0	shell	nd	nd	Lundgård	nd	nd	nd	nd	0	0	14C	6290	100		
12715	RT-1068N	10000	200	0	charcoal	nd	nd	Maaleh Ramon W	nd	nd	nd	nd	30,5642	34,7114	14C	11610	330	Byrd 1994:219	--
12716	GrN-6928	4550	110	0	 nd	nd	nd	Maktrasy	Neolithic	Trichterbecher	nd	nd	0	0	14C	5210	180		
12717	GrN-6929	4715	60	0	 nd	nd	nd	Maktrasy	Neolithic	Trichterbecher	nd	nd	0	0	14C	5450	100		
12718	Lu-11	8850	100	0	charcoal	nd	nd	Månasken	nd	nd	nd	nd	0	0	14C	9920	180		
12719	K-5595	6030	100	-27,9	wood	nd	nd	Margrethes naes	nd	nd	nd	nd	0	0	14C	6900	140		
12720	K-5596	6070	105	-25,1	charcoal	nd	nd	Margrethes naes	nd	nd	nd	nd	0	0	14C	6950	150		
12721	K-5597	6140	105	-25,2	wood	nd	nd	Margrethes naes	nd	nd	nd	nd	0	0	14C	7020	140		
12722	K-5598	6520	85	-27,6	wood	nd	nd	Margrethes naes	nd	nd	nd	nd	0	0	14C	7420	80		
12723	K-5599	6530	105	-27	wood	nd	nd	Margrethes naes	nd	nd	nd	nd	0	0	14C	7430	100	Fischer 1997	
12724	K-5640	5910	75	-27,5	bone	human	nd	Möllegabet II	nd	EB	nd	nd	0	0	14C	6740	90		
12725	GrN-14017	4480	35	0	 nd	nd	nd	Mrowino	Neolithic	Trichterbecher	nd	nd	0	0	14C	5150	90		
12726	T-8166	3650	110	0	charcoal	nd	nd	Munkeröd	nd	nd	nd	nd	0	0	14C	3990	150		
12727	T-8167	4400	90	0	charcoal	nd	nd	Munkeröd	nd	nd	nd	nd	0	0	14C	5060	160		
12728	T-8174	3220	120	0	charcoal	nd	nd	Munkeröd	nd	nd	nd	nd	0	0	14C	3440	150		
12729	T-9786	4670	185	0	charcoal	nd	nd	Munkeröd	nd	nd	nd	nd	0	0	14C	5320	240		
12730	Ua-5081	4820	70	0	charcoal	nd	nd	Munkeröd	nd	nd	nd	nd	0	0	14C	5540	80		
12731	Ua-5082	3460	70	0	charcoal	nd	nd	Munkeröd	nd	nd	nd	nd	0	0	14C	3730	90		
12732	Ua-5084	4840	70	0	charcoal	nd	nd	Munkeröd	nd	nd	nd	nd	0	0	14C	5560	80		
12733	Ua-5085	3340	50	0	charcoal	nd	nd	Munkeröd	nd	nd	nd	nd	0	0	14C	3570	70		
12734	Ua-5164	4490	70	0	charcoal	nd	nd	Munkeröd	nd	nd	nd	nd	0	0	14C	5130	120		
12735	Ua-5165	3460	70	0	charcoal	nd	nd	Munkeröd	nd	nd	nd	nd	0	0	14C	3730	90		
12736	Ua-5166	4050	80	0	charcoal	nd	nd	Munkeröd	nd	nd	nd	nd	0	0	14C	4590	150		
12737	St-9596	4905	345	0	charcoal	nd	nd	Nasume	nd	nd	nd	nd	0	0	14C	5590	420		
12738	St-9733	5310	350	0	charcoal	nd	nd	Nasume	nd	nd	nd	nd	0	0	14C	6080	380		
12739	Bln-927	4715	100	0	 nd	nd	nd	Niedzwiedz	Neolithic	Trichterbecher	nd	nd	53,367	18,383	14C	5440	110		
12740	K-4628	5010	65	-26,3	wood	nd	nd	Nöddekonge	nd	nd	nd	nd	0	0	14C	5760	90		
12741	K-4630	5010	70	-25,5	Rinde	nd	nd	Nöddekonge	nd	nd	nd	nd	0	0	14C	5760	100		
12742	nd	4330	50	-15,9	bone	human	nd	Nyelv	nd	nd	nd	nd	0	0	14C	4920	60		
12743	GrN-12609	4550	40	0	 nd	nd	nd	Odoorn	Neolithic	Trichterbecher	nd	nd	52,867	6,85	14C	5190	100		
12744	GrN-13184	4630	60	0	 nd	nd	nd	Odoorn	Neolithic	Trichterbecher	nd	nd	52,867	6,85	14C	5370	80		
12745	GrN-2226	4590	80	0	 nd	nd	nd	Odoorn	Neolithic	Trichterbecher	nd	nd	52,867	6,85	14C	5270	160		
12746	St-A15196067	6915	125	0	charcoal	nd	nd	Ödsmål 232	nd	nd	nd	nd	0	0	14C	7770	120		
12747	K-4589	5110	90	-28,8	wood	nd	nd	Øgårde	nd	nd	nd	nd	55,5937	11,543	14C	5840	100		
12748	nd	4770	80	0	bone	nd	nd	Øgårde	nd	nd	nd	nd	55,5937	11,543	14C	5470	100		
12749	nd	4880	160	0	wood	nd	nd	Øgårde	nd	nd	nd	nd	55,5937	11,543	14C	5620	200		
12750	K-5590	4470	90	-27,8	wood	nd	nd	Oles lyst	nd	nd	nd	nd	0	0	14C	5110	150		
12751	K-5591	4150	60	-25,9	wood	nd	nd	Oles lyst	nd	nd	nd	nd	0	0	14C	4690	100		
12752	K-5592	4520	90	-28,1	wood	nd	nd	Oles lyst	nd	nd	nd	nd	0	0	14C	5160	140		
12753	K-5593	4570	90	-25,9	wood	nd	nd	Oles lyst	nd	nd	nd	nd	0	0	14C	5240	170		
12754	K-5594	4600	90	-27,9	wood	nd	nd	Oles lyst	nd	nd	nd	nd	0	0	14C	5270	170		
12755	AAR-1181	3590	80	-19,4	bone	human	nd	Ölsted	nd	nd	nd	nd	0	0	14C	3890	120		
12756	AAR-1220	3210	100	-29,5	wood	nd	nd	Östenkaer	nd	EB	nd	nd	57,5753	10,2148	14C	3430	120		
12757	AAR-1221	4530	180	-27,1	wood	nd	nd	Östenkaer	nd	EB	nd	nd	57,5753	10,2148	14C	5190	240		
12758	AAR-1223	5380	100	-30,6	wood	nd	nd	Östenkaer	nd	EB	nd	nd	57,5753	10,2148	14C	6150	120		
12759	St-11971	4740	340	0	charcoal	nd	nd	Överstekvarn	nd	nd	nd	nd	0	0	14C	5400	420		
12760	b	4980	65	0	bone	nd	nd	Överstekvarn/grottan	nd	nd	nd	nd	0	0	14C	5740	100		
12761	nd	4700	80	0	bone	nd	nd	Överstekvarn/grottan	nd	nd	nd	nd	0	0	14C	5440	100		
12762	K-1997	6620	100	0	 nd	nd	nd	Pismölle	nd	nd	nd	nd	0	0	14C	7510	70		
12763	K-2229	6210	100	0	 nd	nd	nd	Pismölle	nd	nd	nd	nd	0	0	14C	7100	120		
12764	OxA-9336	7060	45	0	charcoal	nd	nd	Pitvaros-Viztározó	Neolithic	Körös	white painted	pit 3/B	0	0	14C	7890	50	Oross 2012	
12765	OxA-9392	6885	50	0	bone	nd	nd	Pitvaros-Viztározó	Neolithic	Körös	nd	Levels 3/4	0	0	14C	7730	60	Oross 2012	
12766	OxA-9393	6940	50	0	bone	nd	nd	Pitvaros-Viztározó	Neolithic	Körös	nd	Level 1	0	0	14C	7770	60	Oross 2012	
12767	H-1486/987	7120	140	0	grain	nd	nd	Porodin	Neolithic	Starčevo	nd	settlement	40,8833	21,4833	14C	7950	150	Kiel DB 3501	
12768	Bln-482	4925	80	0	charcoal	Quercus	nd	Postoloprty	Neolithic	Trichterbecher	nd	nd	50,3666	13,7166	14C	5690	90	Berlin Date List IV	
12769	ETH-8828	5715	75	0	 nd	nd	nd	Ramot Nof	nd	nd	nd	nd	0	0	14C	6520	90	Banning 2007	
12770	GrN-10346	4710	145	0	 nd	nd	nd	Rastorf LA 1	Neolithic	Trichterbecher	nd	nd	54,267	10,283	14C	5380	190		
12771	Lu-2398	3470	60	0	charcoal	nd	nd	Rävgrav	nd	nd	nd	nd	55,3969	13,4902	14C	3740	80		
12772	K-1007	2190	170	0	charcoal	nd	nd	Rindeär	nd	nd	nd	nd	0	0	14C	2200	210		
12773	K-1008	2560	130	0	charcoal	nd	nd	Rindeär	nd	nd	nd	nd	0	0	14C	2610	160		
12774	K-3053	7580	130	0	charcoal	nd	nd	Rindeär	nd	nd	nd	nd	0	0	14C	8380	140		
12775	K-3054	5850	95	0	charcoal	nd	nd	Rindeär	nd	nd	nd	nd	0	0	14C	6660	120		
12776	Bln-2426	5700	55	0	nd	nd	nd	Rogozhany	nd	Tripolje	nd	nd	0	0	14C	6500	70	Telegin 2003	--
12777	AAR-832	6680	140	-14,3	shell	nd	nd	Rönbjerg	nd	nd	nd	nd	0	0	14C	7560	110		
12778	AAR-887	7000	85	0	shell	nd	nd	Rönbjerg	nd	nd	nd	nd	0	0	14C	7830	90		
12779	AAR-888	5130	85	0	bone	human	nd	Rönbjerg	nd	nd	nd	nd	0	0	14C	5870	110		
12780	nd	5442	140	0	 nd	nd	nd	Roteskärslid	nd	nd	nd	nd	0	0	14C	6210	160		
12781	K-2355	4920	100	0	charcoal	nd	nd	Rustrup	Neolithic	Trichterbecher	nd	nd	0	0	14C	5690	120		
12782	K-2254a	4960	100	0	 nd	nd	nd	Rustrup I	Neolithic	Trichterbecher	nd	nd	0	0	14C	5730	110		
12783	K-2254b	4980	100	0	charcoal	nd	nd	Rustrup I	Neolithic	Trichterbecher	nd	nd	0	0	14C	5740	110		
12784	Ua-5071	4160	70	0	charcoal	nd	nd	Sannagård	nd	nd	nd	nd	0	0	14C	4690	100		
12785	Ua-5109	3920	70	0	charcoal	nd	nd	Sannagård	nd	nd	nd	nd	0	0	14C	4350	100		
12786	GrN-5035	5570	60	0	 nd	nd	nd	Sarnowo	Neolithic	Trichterbecher	nd	nd	52,933	19,35	14C	6360	50		
12787	AAR-1127	4000	90	-20	bone	human	nd	Sarup Mölle	nd	nd	nd	nd	55,2	10,1	14C	4490	150		
12788	AAR-1128	3850	90	-21,1	bone	human	nd	Sarup Mölle	nd	nd	nd	nd	55,2	10,1	14C	4260	130		
12789	K-3491	4390	80	0	 nd	nd	nd	Sarupgard	nd	nd	nd	nd	0	0	14C	5050	150		
12790	St-475	1860	140	0	food remains	nd	nd	Säter III	nd	nd	nd	nd	0	0	14C	2110	160		
12791	K-5520	5430	100	0	shell	nd	nd	Siggård	nd	nd	nd	nd	0	0	14C	6190	120		
12792	K-5521	5950	105	0	shell	nd	nd	Siggård	nd	nd	nd	nd	0	0	14C	6790	130		
12793	K-1397	6140	95	0	 nd	nd	nd	Skellerup Vig	nd	nd	nd	nd	0	0	14C	7030	130		
12794	T-3895	450	190	0	charcoal	nd	nd	Skjeberg	Neolithic	Trichterbecher	nd	nd	59,233	11,2	14C	440	180		
12795	T-4441	4270	60	0	charcoal	nd	nd	Skjeberg	Neolithic	Trichterbecher	nd	nd	59,233	11,2	14C	4810	100		
12796	T-4442	2520	170	0	charcoal	nd	nd	Skjeberg	Neolithic	Trichterbecher	nd	nd	59,233	11,2	14C	2580	190		
12797	T-4573	4560	100	0	charcoal	nd	nd	Skjeberg	Neolithic	Trichterbecher	nd	nd	59,233	11,2	14C	5230	170		
12798	T-627	3970	100	0	 nd	nd	nd	Slettabö	nd	nd	nd	nd	0	0	14C	4430	160		
12799	T-628	3860	100	0	 nd	nd	nd	Slettabö	nd	nd	nd	nd	0	0	14C	4270	140		
12800	T-739	3790	70	0	 nd	nd	nd	Slettabö	nd	nd	nd	nd	0	0	14C	4180	120		
12801	K-3472	3980	85	0	charcoal	nd	nd	Sønder Tranders	Neolithic	Single Grave	Bodengrabzeit	nd	57,0139	9,9819	14C	4440	140	Hansen 1993-94, 103f.	
12802	nd	3585	85	-19	 nd	nd	nd	St Domerarve	nd	nd	nd	nd	0	0	14C	3890	130		
12803	St-10624	3055	150	0	bone	human	nd	St Domerarve	nd	nd	nd	nd	0	0	14C	3220	190		
12804	K-5495	4240	90	0	charcoal	nd	nd	Stenby mölle	nd	nd	nd	nd	59,05	17,783	14C	4770	130		
12805	K-5496	4380	90	0	charcoal	nd	nd	Stenby mölle	nd	nd	nd	nd	59,05	17,783	14C	5040	160		
12806	K-2296	3730	100	0	charcoal	nd	nd	Stendis	nd	Nordic Late Neolithic	nd	nd	56,417	8,833	14C	4100	150	Skov 1982, 43	
12807	K-2297	3460	100	0	charcoal	nd	nd	Stendis	nd	nd	nd	nd	56,417	8,833	14C	3730	130		
12808	K-?	3550	80	0	bone	human	nd	Stenstrup	nd	nd	nd	nd	0	0	14C	3840	110		
12809	nd	4170	80	0	 nd	nd	nd	Stiurhelleren	nd	nd	nd	nd	0	0	14C	4690	110		
12810	nd	4170	100	0	 nd	nd	nd	Stiurhelleren	nd	nd	nd	nd	0	0	14C	4680	130		
12811	Ua-441	4825	140	0	charcoal	nd	nd	Storgård IV	nd	nd	nd	nd	0	0	14C	5540	170		
12812	Ua-442	4710	115	0	charcoal	nd	nd	Storgård IV	nd	nd	nd	nd	0	0	14C	5430	130		
12813	Ua-443	4790	115	0	charcoal	nd	nd	Storgård IV	nd	nd	nd	nd	0	0	14C	5500	130		
12814	TO-7665	7350	160	0	bone	nd	nd	Tabaqat	nd	nd	LN1	nd	0	0	14C	8170	150	Banning 2007	
12815	K-2672	3980	65	0	charcoal	nd	nd	Tastum	Neolithic	Trichterbecher	nd	nd	56,517	9,067	14C	4440	100	Malmros and Tauber 1975, 87	
12816	TO-8310	6840	210	0	 nd	nd	nd	Tel Dover	nd	Wadi Rabah	nd	nd	0	0	14C	7710	190	Banning 2007	
